,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
1454,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0458,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1459,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0538,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1470,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0534,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1485,CAS_14265-44-2,2008,2008-01--2008-12,DERW_DENI_25073,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
1503,CAS_14265-44-2,2008,2008-01--2008-12,DERW_DENI_15036,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
1506,CAS_7723-14-0,2008,2008-01--2008-12,SE669515-163232,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
1508,CAS_7723-14-0,2008,2008-01--2008-12,DERW_DENI_21068,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
1512,CAS_7723-14-0,2008,2008-01--2008-12,CZDYJ_1140,Czech Republic,6063076.0,0.0,11.09255896674262,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.0,25.5
1518,CAS_7723-14-0,2008,2008-01--2008-12,SE665525-137644,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
1521,CAS_7723-14-0,2008,2008-01--2008-12,SE663992-160212,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
1545,CAS_14265-44-2,2008,2008-01--2008-12,FRCR333,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1553,CAS_7723-14-0,2008,2008-01--2008-12,FRCR380,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1556,CAS_7723-14-0,2008,2008-01--2008-12,DERW_DENI_21001,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
1570,CAS_14265-44-2,2008,2008-01--2008-12,SE669515-163232,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
1573,CAS_14265-44-2,2008,2008-01--2008-12,SE667320-153747,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
1580,CAS_14265-44-2,2008,2008-01--2008-12,FRCR335,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1581,CAS_14265-44-2,2008,2008-01--2008-12,FRCR380,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1582,CAS_7723-14-0,2008,2008-01--2008-12,SE670561-143530,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
1586,CAS_14265-44-2,2008,2008-01--2008-12,ES12134,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
1587,CAS_7723-14-0,2008,2008-01--2008-12,ES12134,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
1597,CAS_14265-44-2,2009,2009-01--2009-12,FRDR619,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1603,CAS_14265-44-2,2009,2009-01--2009-12,FRDR598,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1622,CAS_7723-14-0,2009,2009-01--2009-12,FRGR1197,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1648,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0057,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1668,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0067,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1678,CAS_14265-44-2,2009,2009-01--2009-12,FRDR638,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1685,CAS_7723-14-0,2009,2009-01--2009-12,FRDR619,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1689,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0048,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1691,CAS_14265-44-2,2009,2009-01--2009-12,FRGR1488,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1693,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0050,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1695,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0052,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1715,CAS_7723-14-0,2009,2009-01--2009-12,FRDR114B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1721,CAS_7723-14-0,2009,2009-01--2009-12,FRDR12004,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1734,CAS_14265-44-2,2009,2009-01--2009-12,FRER70,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1736,CAS_14265-44-2,2009,2009-01--2009-12,FRDR110,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1755,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0058,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1756,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0058,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1757,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0062,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1758,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0061,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1760,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0065,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1765,CAS_7723-14-0,2009,2009-01--2009-12,FRDR110,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1775,CAS_14265-44-2,2009,2009-01--2009-12,FRDR109,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1792,CAS_14265-44-2,2009,2009-01--2009-12,FRDR110,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1810,CAS_14265-44-2,2009,2009-01--2009-12,FRDR2033,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1851,CAS_14265-44-2,2009,2009-01--2009-12,ES020MSPF000000680,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
1862,CAS_7723-14-0,2009,2009-01--2009-12,ES020MSPF000000468,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
1863,CAS_14265-44-2,2009,2009-01--2009-12,ES020MSPF000200509,Portugal,7024884.0,0.0,21.179404364691845,36.49,6.73,1.85,27.680000000000003,13.64,10.72,0.0,1.94,16.23
1865,CAS_7723-14-0,2009,2009-01--2009-12,ES020MSPF000000827,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
1879,CAS_7723-14-0,2009,2009-01--2009-12,BERW06_SC37R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004
1880,CAS_7723-14-0,2009,2009-01--2009-12,BERW06_EL18R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004
1918,CAS_14265-44-2,2009,2009-01--2009-12,FRCR155,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1949,CAS_14265-44-2,2008,2008-01--2008-12,FRDR517A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1959,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0717010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
1960,CAS_7723-14-0,2009,2009-01--2009-12,ES12182,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
1966,CAS_14265-44-2,2009,2009-01--2009-12,ES12149,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
1968,CAS_7723-14-0,2009,2009-01--2009-12,BG4ME100R113,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
1971,CAS_7723-14-0,2009,2009-01--2009-12,BG4ST700R017,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
1972,CAS_7723-14-0,2009,2009-01--2009-12,BG4ST300R073,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
1974,CAS_14265-44-2,2009,2009-01--2009-12,BG4ST700R021,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
1980,CAS_14265-44-2,2012,2012-01--2012-12,LT410100016,Lithuania,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92
1981,CAS_7723-14-0,2008,2008-01--2008-12,UKSC023371,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1982,CAS_7723-14-0,2012,2012-01--2012-12,LT410100016,Lithuania,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92
2006,CAS_14265-44-2,2007,2007-01--2007-12,UKGB106039023030,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2011,CAS_7723-14-0,2007,2007-01--2007-12,UKGB106039023220,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2021,CAS_14265-44-2,2007,2007-01--2007-12,UKGB106039017170,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2022,CAS_7723-14-0,2008,2008-01--2008-12,UKSC020652,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2023,CAS_7723-14-0,2008,2008-01--2008-12,UKSC020211,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2024,CAS_7723-14-0,2008,2008-01--2008-12,UKSC023000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2025,CAS_7723-14-0,2008,2008-01--2008-12,UKSC020305,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2047,CAS_14265-44-2,2009,2009-01--2009-12,FRCR132,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2057,CAS_14265-44-2,2009,2009-01--2009-12,FRCR127,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2062,CAS_7723-14-0,2009,2009-01--2009-12,FRCR132,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2090,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0452010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2114,CAS_14265-44-2,2009,2009-01--2009-12,FRDR173A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2121,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0329010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2127,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0452010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2135,CAS_14265-44-2,2009,2009-01--2009-12,FRCR3,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
2177,CAS_7723-14-0,2009,2009-01--2009-12,FRFR251,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2203,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0518,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2208,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0504,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2218,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0505B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2228,CAS_14265-44-2,2017,2017-01-01--2017-12-31,DELW_DEMV_2300107,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
2234,CAS_7723-14-0,2009,2009-01--2009-12,FI04_922_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
2247,CAS_7723-14-0,2009,2009-06--2009-08,FI04_471_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
2252,CAS_7723-14-0,2009,2009-01--2009-12,FI04-963_001,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
2267,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0550,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2283,CAS_7723-14-0,2011,2011-01--2011-12,ATOK901970000,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
2300,CAS_14265-44-2,2008,2008-01--2008-12,FRDR540,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2301,CAS_7723-14-0,2009,2009-01--2009-12,DERW_DENI_12001,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
2338,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0920010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2354,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0725010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2361,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0727010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2362,CAS_14265-44-2,2009,2009-01--2009-12,ES12158,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2385,CAS_7723-14-0,2009,2009-01--2009-12,FRCR20,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2400,CAS_7723-14-0,2009,2009-01--2009-12,FRCR87,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2443,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0417021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2452,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0136010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2461,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0427021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2469,CAS_14265-44-2,2009,2009-01--2009-12,ES020MSPF000000446,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2516,CAS_14265-44-2,2008,2008-01--2008-12,FRDR11502,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2520,CAS_7723-14-0,2008,2008-01--2008-12,FRDR11502,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2521,CAS_14265-44-2,2008,2008-01--2008-12,FRDR185,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2526,CAS_7723-14-0,2008,2008-01--2008-12,FRDR187,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2533,CAS_7723-14-0,2008,2008-01--2008-12,FRDR136B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2547,CAS_7723-14-0,2008,2008-01--2008-12,FRDR182,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2559,CAS_14265-44-2,2008,2008-01--2008-12,FRDR184,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2564,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0095,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2566,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0102,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2572,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0271A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2590,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0283,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2594,CAS_7723-14-0,2009,2009-01--2009-12,FRHR4,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2598,CAS_7723-14-0,2009,2009-01--2009-12,FRHR6,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2608,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0144A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2612,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0284,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2619,CAS_7723-14-0,2009,2009-01--2009-12,FRCR22,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2629,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0450010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2641,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0318010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2644,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0310010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2647,CAS_14265-44-2,2009,2009-01--2009-12,FRCR165,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2667,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0310010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2686,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0448021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2689,CAS_14265-44-2,2009,2009-06--2009-08,FI35_633_001,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
2691,CAS_7723-14-0,2009,2008-12--2009-02,FI35_633_001,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
2702,CAS_14265-44-2,2009,2009-01--2009-12,FRHR267,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2708,CAS_14265-44-2,2009,2009-01--2009-12,FRHR276,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2710,CAS_7723-14-0,2009,2009-01--2009-12,FRFR597,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2720,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0111010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2730,CAS_7723-14-0,2009,2009-01--2009-12,FRDR611,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2764,CAS_14265-44-2,2008,2008-01--2008-12,FRDR281B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2770,CAS_7723-14-0,2008,2008-01--2008-12,FRDR391,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2777,CAS_7723-14-0,2008,2008-01--2008-12,FRDR281B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2781,CAS_14265-44-2,2008,2008-01--2008-12,IT12N010_ANIENE_13SS4T,Italy,39653776.0,0.0,22.000449286566845,34.4,7.6,4.3,15.4,22.8,11.6,0.0,0.0,25.9
2782,CAS_14265-44-2,2008,2008-01--2008-12,FRDR12100,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2784,CAS_14265-44-2,2008,2008-01--2008-12,FRDR91,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2786,CAS_14265-44-2,2008,2008-01--2008-12,FRDR2031,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2788,CAS_14265-44-2,2008,2008-01--2008-12,FRDR1060,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2804,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010757,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2805,CAS_14265-44-2,2006,2006-01--2006-12,UKSC020211,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2810,CAS_14265-44-2,2007,2007-01--2007-12,UKGB108043015830,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2814,CAS_14265-44-2,2006,2006-01--2006-12,UKSC005799,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2815,CAS_14265-44-2,2006,2006-01--2006-12,UKSC005900,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2816,CAS_14265-44-2,2006,2006-01--2006-12,UKSC005954,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2817,CAS_14265-44-2,2006,2006-01--2006-12,UKSC006523,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2818,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010084,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2819,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2820,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010156,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2832,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0732010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
2849,CAS_14265-44-2,2006,2006-01--2006-12,UKSC004500,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2850,CAS_14265-44-2,2006,2006-01--2006-12,UKSC004200,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2851,CAS_14265-44-2,2006,2006-01--2006-12,UKSC004001,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
2855,CAS_14265-44-2,2009,2009-01--2009-12,FRDR432,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2864,CAS_7723-14-0,2009,2009-01--2009-12,FRHR42A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2875,CAS_14265-44-2,2009,2009-01--2009-12,FRER65,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2878,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0130,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2879,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0130,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2887,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0369,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
